PIP CODE,CAV CODE,PRODUCT DESCRIPTION,PACK SIZE,CATEGORY
8000218,VAR5,Vardenafil FC Tab 5mg,4,GENERIC
8157497,VEN158,Venlafaxine Caps 150mg XL,28,GENERIC
8413106,VEN225,Venlafaxine Caps 225mg XL,28,GENERIC
8157489,VEN758,Venlafaxine Caps 75mg XL,28,GENERIC
8442113,VEN1XL,Venlafaxine Tabs 150mg XL,30,GENERIC
1203934,VEN376,Venlafaxine Tabs 37.5mg,56,GENERIC
1203942,VEN756,Venlafaxine Tabs 75mg,56,GENERIC
8442121,VEN7XL,Venlafaxine Tabs 75mg XL,30,GENERIC
7120413,VER128,Verapamil Tabs 120mg   ,28,GENERIC
8076713,VER240,Verapamil Tabs 240mg MR                      ,28,GENERIC
7150980,VER484,Verapamil Tabs 40mg,84,GENERIC
7150998,VER884,Verapamil Tabs 80mg,84,GENERIC
8455339,VER120,Verapamil Tabs SR 120mg   ,28,GENERIC
1110022,VBS28,Vitamin B Co Strong Tabs,28,GENERIC
8412264,VBS28A,Vitamin B Co Strong Tabs,28,GENERIC
6336960,VBCS28,Vitamin B Co Strong Tabs (NO PL)               ,28,GENERIC
1202811,VBCO28,Vitamin B Co Tabs (Licensed)                                         ,28,GENERIC
7126493,VBC,Vitamin B Co Tabs (NO PL)             ,100,GENERIC
7013550,VITCAP,Vitamin Caps (NO PL),1000,GENERIC
7028608,WAR028,Warfarin Tabs 0.5mg,28,GENERIC
8457244,WAR1SD,Warfarin Tabs 1mg,28,GENERIC
1110956,WAR128,Warfarin Tabs 1mg,28,GENERIC
1110964,WAR328,Warfarin Tabs 3mg,28,GENERIC
8457251,WAR3SD,Warfarin Tabs 3mg,28,GENERIC
1110972,WAR528,Warfarin Tabs 5mg                  ,28,GENERIC
769521,WAT10,Water For injection BP 10ml,10,GENERIC
7001654,WAT02,Water For Injection BP 2ml,10,GENERIC
6291900,ZOLO25,Zolmitriptan Orodispersible Tabs 2.5mg               ,6,GENERIC
6291918,ZOLO5,Zolmitriptan Orodispersible Tabs 5mg                  ,6,GENERIC
6291892,ZOL251,Zolmitriptan Tabs 2.5mg                                      ,12,GENERIC
6291926,ZOL256,Zolmitriptan Tabs 2.5mg                                       ,6,GENERIC
7028723,ZOLP10,Zolpidem Tabs 10mg,28,GENERIC
7028715,ZOLP5,Zolpidem Tabs 5mg,28,GENERIC
8461758,ZONI10,Zonisamide Cap 100mg,56,GENERIC
8461766,ZONI25,Zonisamide Cap 25mg,14,GENERIC
8461857,ZONI50,Zonisamide Cap 50mg,56,GENERIC
8094740,ZOP37M,Zopiclone Tabs 3.75mg,28,GENERIC
1110980,ZOP375,Zopiclone Tabs 3.75mg,28,GENERIC
8094757,ZOP75M,Zopiclone Tabs 7.5mg,28,GENERIC
1110998,ZOP75,Zopiclone Tabs 7.5mg,28,GENERIC
8148009,ABSOLN,ABILIFY ORAL SOLUTION ,150ML,PI
8383945,AB10,ABILIFY TABS 10MG,28,PI
8384000,AB15,ABILIFY TABS 15MG,28,PI
8095507,AB5,ABILIFY TABS 5MG,28,PI
6305601,AVIVA,ACCU-CHEK AVIVA BLD T/STRIPS ,50,PI
8125981,ACCUPER,ACCU-CHEK PERFORMA T/STRIPS ,50,PI
6839815,ACLI322,ACLIDINIUM BROMIDE 322MCG,1,PI
6814115,ACT35,ACTONEL ONCE WEEK TAB  35MG,4,PI
7125289,ACTO15,ACTOS TAB 15MG,28,PI
7054273,ADLA3,ADALAT LA TAB 30MG,28,PI
6839757,ADE120,ADENURIC TAB 120MG,28,PI
6839740,ADEN80,ADENURIC TAB 80MG,28,PI
8007346,ADVA3MG,ADVAGRAF PR HARD CAPS  3MG ,50,PI
8105363,ALATER,ALATERIS TABS 625MG,60,PI
8093718,ALDCRM,ALDARA CRM SACH ,12,PI
8157968,ALIMEM,ALIMEMAZINE FC 10MG TAB 10MG,25,PI
6330302,AAD1010,ALLEVYN ADH DRSG 10X10CM,10,PI
7029739,ALL75PI,ALLEVYN ADH DRSG 7.5CMSQ,10,PI
6290951,ALLGEN,ALLEVYN GENTLE BRD  10CMSQ,10,PI
8449159,ALLE7.5,ALLEVYN GENTLE BRD  7.5CMSQ,10,PI
7026032,ALLHEE,ALLEVYN HEEL DRSG ,5,PI
6326698,ALV160,ALVESCO 160MCG 60DS,1,PI
7120082,AM16,AMIAS TABS  16MG,28,PI
8157422,AMIA32,AMIAS TABS  32MG,28,PI
8119042,AMIAS4,AMIAS TABS  4MG,28,PI
7120504,AM8,AMIAS TABS  8MG,28,PI
7108889,Apr-75,APROVEL FC TABS  75MG,28,PI
8449241,APR150,APROVEL TABS  150MG,28,PI
7108988,APR300,APROVEL TABS  300MG,28,PI
6829485,AQU5PI,AQUACEL AG DRSG  5X5CM,10,PI
8416539,AQU10PI,AQUACEL AG DRSG 10X10 CM,10,PI
8451338,AQA245,AQUACEL AG S7509     2X45CM,5,PI
8420119,AQ1515,AQUACEL DRSG 15X15CM,5,PI
6291785,AQ10EX,AQUACEL EXTRA 10X10 CM,10,PI
6839302,ARCOX120,ARCOXIA TABS 120MG,28,PI
8427619,ARC630,ARCOXIA TABS 60MG,30,PI
8427627,ARC930,ARCOXIA TABS 90MG,30,PI
8123010,ARIEV10,ARICEPT EVESS  10MG,28,PI
7105760,ARM1,ARIMIDEX TABS 1MG,28,PI
6328835,ART30PI,ARTELAC SDU 0.32% 0.5ML 30,1,PI
8125239,AUGM21,AUGMENTIN TAB 625MG,21,PI
6272652,AVEEN100,AVEENO CREAM 100ML,1,PI
8128894,AVE300,AVEENO CREAM 300ML,1,PI
6838932,AVEEN500,AVEENO CREAM 500ML,1,PI
8383242,AVO0.5,AVODART CAPS  0.5MG,30,PI
6294136,AZAR15,AZARGA EYE DROPS 5ML,1,PI
8125627,AZED105,AZOPT EYE DROP 10MG/ML,5ML,PI
8161473,BACDRG,BACTIGRAS DRSG 7457 10CMSQ,10,PI
7048259,BACOIN,BACTROBAN OINT  15G,1,PI
8147605,BDAUTO,BD AUTOSHIELD DUO  5MM/30G,100,PI
6274781,MIC432,BD MICROFINE  P/ND 4MM 32G,100,PI
6825566,BDMIC5,BD MICROFINE & NDL 5MM 31G,100,PI
6825574,BDMIC8,BD MICROFINE & NDL 8MM 31G,100,PI
8158081,BDMICRO,BD MICROFINE + SYR 0.5ML/30GX8MM 0.5ML/30G,100,PI
8431306,BETACRM,BETAMETHASONE/CLIOQUINO CRM ,30G,PI
7042013,BEZRET,BEZALIP MONO TABS 400MG,30,PI
8121022,BGSTAR,BG STAR TEST STRIPS ,50,PI
8111528,BINO70,BINOSTO EFF TABS 70MG,4,PI
8427791,BON150,BONVIVA TAB 150MG,1,PI
8425811,BRALT10,BRALTUS INH  10MCG,30,PI
6839120,BRIL90,BRILIQUE TAB  90MG,56,PI
6839609,BRI9060,BRILIQUE TAB 90MG,60,PI
8150310,BRITAB,BRINTELLIX TAB 10MG,28,PI
8135618,BRI5MG,BRINTELLIX TABLETS 5MG,28,PI
8385031,BRIV100,BRIVIACT FC TAB 100MG,56,PI
8387359,BRIV25,BRIVIACT FC TAB 25MG,56,PI
8387383,BRIV50,BRIVIACT FC TAB 50MG,56,PI
6839138,BROMO2.5,BROMOCRIPTINE TABS 2.5MG,30,PI
7083355,CAC580,CACIT TABS 500MG,80,PI
8434151,CALD3,CALCICHEW D3 CHEW TABS ,100,PI
8460982,CAL500,CALCICHEW TABS 500MG,90,PI
8456253,CALRES,CALCIUM RESONIUM PDR ,300G,PI
8121188,CAL200,CALOGEN EXTRA NEUTRAL 200ML,1,PI
8121196,CALSTRAW,CALOGEN EXTRA STRAWBERRY 200ML,1,PI
6832687,CALNEPI,CALOGEN NEUTRAL 200ML,1,PI
8433484,BAN87PI,CALSHAKE PDR BANANA 87G,7,PI
8433492,CHO90PI,CALSHAKE PDR CHOC 90G,7,PI
8433518,STRA87PI,CALSHAKE PDR S'BERRY 87G,7,PI
8433500,VAN87PI,CALSHAKE PDR VANILLA 87G,7,PI
8443129,CARDXL8,CARDURA XL TABS 8MG,28,PI
8455354,CAS128,CASODEX TABS 150MG,28,PI
8094021,CAS528,CASODEX TABS 50MG,28,PI
6813877,CAV3343,CAVILON 3343P N/STING FLM 1ML,5,PI
6813893,CAV3346,CAVILON 3346P N/STING FLM 28ML,1,PI
8419327,CAVB92PI,CAVILON DURABLE BARRIER CREAM 92G,1,PI
7122229,CEL500PI,CELLCEPT TABS 500MG,50,PI
8005290,CRZTB75,CERAZETTE TAB  75MCG,84,PI
8125882,CHLORT50,CHLORTALIDONE TABS 50MG,30,PI
8383598,CHOLES,CHOLESTAGEL TAB 625MG,180,PI
8383986,CILEYE,CILOXAN OPTH SOL 0.3%,5ML,PI
8134934,CIPROX,CIPROXIN SUSP 250/5MG/ML,100ML,PI
6839484,CIRC2MG,CIRCADIN PR TAB 2MG,30,PI
8431744,CIRCPR2,CIRCADIN TABS 2MG,21,PI
8102790,CLE100,CLEXANE S PFS INJ  100MG,10,PI
8129157,CLE20,CLEXANE S PFS INJ  20MG,10,PI
8093247,CO12.5,CO-DIOVAN TABS 160/12.5MG,28,PI
8093254,CO25,CO-DIOVAN TABS 160/25MG,28,PI
8418857,CO8125,CO-DIOVAN TABS 80/12.5MG,28,PI
8434169,COLFA1,COLOFAC TABS 135MG,100,PI
8465403,COMUDV,COMBIVENT UDV  2.5ML,60,PI
8071797,COMPET56,COMPETACT TABS 15/850MG,56,PI
6332498,CONNXT50,CONTOUR NEXT TEST STRIPS ,50,PI
8122061,CONT50,CONTOUR T/STRIPS ,50,PI
8114746,COTS50,CONTOUR TS T/STRIPS ,50,PI
8453888,COSA2025,COSMOPOR-E ABS 20X10CM,25,PI
8453896,COSA7.25,COSMOPOR-E ABS 7.2X5CM,50,PI
8386500,COS260,COSOPT PRES/FREE EY/D 2% 60DS 0.02,60,PI
8383879,COZ100,COZAAR TABS 100MG,28,PI
7092901,COZ50,COZAAR TABS 50MG,28,PI
7173529,CR1000,CREON CAPS 10000,100,PI
6335442,CRE128,CRESTOR TABS 10MG,28,PI
6332415,CRE228,CRESTOR TABS 20MG,28,PI
8118580,CRE528,CRESTOR TABS 5MG,28,PI
8140386,CYM30,CYMBALTA CAPS 30MG,28,PI
8416513,CYM60,CYMBALTA CAPS 60MG,28,PI
8454936,DAL40,DALACIN CREAM 2% ,40G,PI
8427908,DANT25,DANTRIUM CAPS 25MG ,100,PI
8150369,DBSFT10,DEBRISOFT  10X10CM,5,PI
8386344,DEP40PI,DEPO MED + LIDOCAINE  40/1MG/ML,1,PI
8460883,DMI40,DEPO MEDRONE INJ 40MG,1ML,PI
6293351,DER60PI,DERMATIX GEL ,60G,PI
6293302,DER15PI,DERMATIX TUBE  ,15G,PI
6287940,DERSCA,DERMOVATE SCALP APP ,100ML,PI
8123598,DEXTAB500,DEXAMETHASONE TAB 500MCG,30,PI
8137622,DIAM60,DIAMICRON MR TABS 30MG,56,PI
6344584,DIF300,DIFFLAM ORAL RINSE 300ML,1,PI
7088263,DIF50,DIFLUCAN CAPS   50MG,7,PI
7054802,DIF150,DIFLUCAN CAPS  150MG,1,PI
7030026,DIPOIN,DIPROSALIC OINT  ,30G,PI
6324164,DOMSUSPI,DOMPERIDONE SUSP  1MG/ML,200ML,PI
6839682,DOVO60,DOVOBET GEL  60G,1,PI
6351811,DSP1612,DUORESP SPIROMAX 160MCG,120,PI
6839112,DSP3260,DUORESP SPIROMAX 320MCG,60,PI
6324297,DUOTRA,DUOTRAV EYE DROPS  2.5ML,1,PI
8104945,DURA51,DURAPHAT 5000 T/PASTE ,51G,PI
8008435,DPT2800,DURAPHAT T/PASTE 2800ML,75,PI
8414799,DYMNS,DYMISTA NASAL SPRAY 23G,1,PI
8129033,EDRO4,EDRONAX TABS 4MG,60,PI
8385825,EF1028,EFIENT TAB 10MG,28,PI
6305528,EFUDC5,EFUDIX CREAM ,40G,PI
6291611,EKL322,EKLIRA INHALER 60D 322MCG,1,PI
6839229,ELIQ2.5,ELIQUIS TABS 2.5MG,60,PI
6839567,ELI560,ELIQUIS TABS 5MG,60,PI
8441842,ELL30,ELLAONE TAB (P) 30MG,1,PI
7155393,ELC30,ELOCON CREAM ,30G,PI
8434193,ELOLOT,ELOCON LOTION 0.1% 0.1%,30ML,PI
7155401,ELO30,ELOCON OINTMENT 0.1% 30G,1,PI
8114365,EMSE15,EMSELEX TABS 15MG,28,PI
8114357,EMSE7.5,EMSELEX TABS 7.5MG,28,PI
6839674,ENSPAB,ENSURE PLUS ADVANCE BANANA 220ML,1,PI
6839666,ENSPAC,ENSURE PLUS ADVANCE CHOCOLATE 220ML,1,PI
8116857,ENSCOFF,ENSURE PLUS ADVANCE COFFEE 220ML,1,PI
6839641,ENSPAV,ENSURE PLUS ADVANCE VANILLA 220ML,1,PI
8116873,ENSBAN,ENSURE PLUS CREME BANANA 125G,4,PI
8116899,ENSVAN,ENSURE PLUS CREME VANILLA 125G,4,PI
8116923,ENSCHOC,ENSURE PLUS FIBRE CHOCOLATE 200ML,1,PI
8116949,ENSRASB,ENSURE PLUS FIBRE RASPBERRY 200ML,1,PI
8116972,ENFIBVAN,ENSURE PLUS FIBRE VANILLA 200ML,1,PI
8386088,ENT310,ENTOCORT CR CAPS 3MG,100,PI
6352447,EPIC1000,EPILIM CHRONOSPHERE SACHET 1000MG,30,PI
6832026,EPIC100,EPILIM CHRONOSPHERE SACHET 100MG,30,PI
6352330,EPIC250,EPILIM CHRONOSPHERE SACHET 250MG,30,PI
6832034,EPIC500,EPILIM CHRONOSPHERE SACHET 500MG,30,PI
8442899,ESTR7.5,ESTRING VAG DS 24HRS 7.5MCG,1,PI
6332043,ETR500,ETRIVEX SHAMPOO 500MCG 125ML,1,PI
6832653,EUCR50,EUCREAS TABS   50/1000MG,60,PI
8457681,EXEP4.6,EXELON TTS PATCH 4.6MG,30,PI
8457871,EXEL95,EXELON TTS PATCH 9.5MG,30,PI
8465080,FEME2.5,FEMARA TAB 2.5MG,30,PI
8094187,FEMOCONTI,FEMOSTON CONTI TABS ,84(3X28),PI
8153017,FENG10,FENBID FORTE GEL 10%,100G,PI
8941882,FENG30,FENBID GEL 30G,1,PI
8155509,FEN100G,FENBID GEL 5% 100G,1,PI
8155525,FEN50G,FENBID GEL 50G,1,PI
8126088,FIRPOW,FIRMAGON POWDER 80MG,1,PI
8126468,FLAN50,FLAMINAL FORTE GEL 50G,1,PI
7029069,FLI150,FLIXONASE SPRAY ,150DOSE,PI
7124365,FLAC25,FLIXOTIDE ACCUHALER  250MCG,60DOSE,PI
7102510,FLAC50,FLIXOTIDE ACCUHALER  500MCG,60DOSE,PI
7155377,FL125,FLIXOTIDE EVOHALER  125MCG,120DOSE,PI
7155385,FLI250,FLIXOTIDE EVOHALER 250MCG ,120DOSE,PI
8431637,FLI0.5,FLIXOTIDE NEBULES 0.5MG/2ML,10,PI
8416935,F400XL,FLOMAXTRA XL TABS 400MCG,30,PI
6833594,FLUNAS,FLUTICASONE AQUEOUS NASAL SPRAY ,150DOSE,PI
8436917,FLUT150,FLUTIFORM INHALER 125MCG,120DOSE,PI
8436933,FLUT250,FLUTIFORM INHALER 250MCG,120DOSE,PI
8462020,FRCCBA,FORTICREME COMP BANANA 125G,4,PI
8462038,FORCCH,FORTICREME COMP CHOC  125G,4,PI
8462046,FORFRUPI,FORTICREME COMP FOREST FRUITS 125G,4,PI
8462012,FORVANPI,FORTICREME COMP VANILLA 125G,4,PI
8094039,FORJAP,FORTIJUICE APPLE 200ML,1,PI
8094054,FORJBL,FORTIJUICE BLACKCURRANT 200ML,1,PI
8130692,FORJFF,FORTIJUICE F/FRUITS 200ML,1,PI
8094062,FORORAPI,FORTIJUICE ORANGE 200ML,1,PI
8129926,FORSTRPI,FORTIJUICE STRAWBERRY 200ML,1,PI
8130684,FORJTR,FORTIJUICE TROPICAL  200ML,1,PI
6370787,FRCPMST,FORTINI COMPACT MF STRAWBERRY 125ML,1,PI
6273106,FMFBANPI,FORTINI M/F BANANA 200ML,1,PI
6273148,FMFCHOPI,FORTINI M/F CHOCOLATE 200ML,1,PI
8115487,FORSBER,FORTINI M/F SMOOTHIE BERRY 200ML,1,PI
8115495,FORSUM,FORTINI M/F SMOOTHIE SUMMER 200ML,1,PI
6273155,FMFSTRPI,FORTINI M/F STRAWBERRY 200ML,1,PI
6273163,FMFUNLPI,FORTINI M/F UNFLAVOURED 200ML,1,PI
6273114,FMFVANPI,FORTINI M/F VANILLA 200ML,1,PI
8130098,FORBBNPI,FORTISIP BANANA 200ML,1,PI
8130106,FORBCNPI,FORTISIP CHOCOLATE 200ML,1,PI
8093155,FORCAP,FORTISIP COMPACT APRICOT 125ML,4,PI
8102584,FORCBA,FORTISIP COMPACT BANANA 125ML,4,PI
8106866,FORCHO,FORTISIP COMPACT CHOC 125ML,4,PI
8106874,FORCFF,FORTISIP COMPACT F/FRUITS 125ML,4,PI
8113599,FOMOCHA,FORTISIP COMPACT FIBRE MOCHA 125ML,4,PI
8113607,FOSTRWB,FORTISIP COMPACT FIBRE STRAWBERRY 125ML,4,PI
8113615,FOVAN,FORTISIP COMPACT FIBRE VANILLA 125ML,4,PI
8102592,FORCMO,FORTISIP COMPACT MOCHA 125ML,4,PI
8435372,FORNEU,FORTISIP COMPACT NETURAL 125ML,4,PI
8113623,FORBAN,FORTISIP COMPACT PROTEIN BANANA 125ML,4,PI
8155087,FORBER,FORTISIP COMPACT PROTEIN BERRY 125ML,4,PI
8113631,FORMOCH,FORTISIP COMPACT PROTEIN MOCHA 125ML,4,PI
8155079,FORPEA,FORTISIP COMPACT PROTEIN PEAC/MAN 125ML,4,PI
8113649,FORSTRA,FORTISIP COMPACT PROTEIN STRAWBERRY 125ML,4,PI
8113656,FORVAN,FORTISIP COMPACT PROTEIN VANILLA 125ML,4,PI
8102618,FORCST,FORTISIP COMPACT STRAWBERRY 125ML,4,PI
8102626,FORCVA,FORTISIP COMPACT VANILA 125ML,4,PI
8130122,FORBSNPI,FORTISIP STRAWBERRY 200ML,1,PI
8130569,FORBVNPI,FORTISIP VANILLA 200ML,1,PI
6330070,FORX10,FORXIGA TAB 10MG,28,PI
6330310,FOR528,FORXIGA TAB 5MG,28,PI
6833107,FOS70,FOSAMAX ONCE WEEK TABS 70MG,4,PI
8414534,FOSNEXPI,FOSTAIR NEXT INH 100/6MCG,1,PI
8108177,FREELIT,FREESTYLE LITE T/STRIPS ,50,PI
8431801,FROPKE,FREESTYLE OPTIUM KETONE TEST STRIPS ,10,PI
6826812,FREEST,FREESTYLE OPTIUM T/STRIPS  ,50,PI
8161689,FRAPRPI,FRESUBIN 2KCAL APRICOT & PEACH 200ML,1,PI
8161705,FREFRPI,FRESUBIN 2KCAL F/FRUITS 200ML,1,PI
8161606,FREVANPI,FRESUBIN 2KCAL VANILLA 200ML,1,PI
8386187,FRECAPPI,FRESUBIN CRÈME 2KCAL CAPPUCCINO 125G,4,PI
8385718,FRECHOPI,FRESUBIN CRÈME 2KCAL CHOCOLATE 125G,4,PI
8415440,FRECVAPI,FRESUBIN CRÈME 2KCAL VANILLA 125G,4,PI
8385726,FREWSTPI,FRESUBIN CRÈME 2KCAL WILD STRAWBERRY 125G,4,PI
8451122,FRENBC,FRESUBIN ENERGY BLACKCURRANT ,200ML,PI
8449548,FRENCA,FRESUBIN ENERGY CAPPUCCINO  ,200ML,PI
8449563,FRENCH,FRESUBIN ENERGY CHOCOLATE  ,200ML,PI
8420358,FENBANPI,FRESUBIN ENERGY FIBRE BANANA  ,200ML,PI
8449605,FENCARPI,FRESUBIN ENERGY FIBRE CARAMEL ,200ML,PI
8449613,FENCHEPI,FRESUBIN ENERGY FIBRE CHERRY ,200ML,PI
8420275,FENCHOPI,FRESUBIN ENERGY FIBRE CHOCOLATE  ,200ML,PI
8420366,FENSTRPI,FRESUBIN ENERGY FIBRE STRAWBERRY  ,200ML,PI
8133126,FENVANPI,FRESUBIN ENERGY FIBRE VANILLA  ,200ML,PI
6273288,FRLEM,FRESUBIN ENERGY LEMON ,200ML,PI
8449639,FRENNE,FRESUBIN ENERGY NEUTRAL ,200ML,PI
8449670,FENCAPPI,FRESUBIN ENERGY PROTEIN CAPPUC ,200ML,PI
8449662,FEPCHOPI,FRESUBIN ENERGY PROTEIN CHOC ,200ML,PI
6273213,FRTROP,FRESUBIN ENERGY PROTEIN TROPICAL FRUIT ,200ML,PI
8449647,FEPVANPI,FRESUBIN ENERGY PROTEIN VANILLA ,200ML,PI
8449654,FEWSTRPI,FRESUBIN ENERGY PROTEIN W'STRAW ,200ML,PI
8420325,FRESTBPI,FRESUBIN ENERGY STRAWBERRY  ,200ML,PI
8451114,FRENTR,FRESUBIN ENERGY TROPICAL  ,200ML,PI
8420341,FRENVA,FRESUBIN ENERGY VANILLA  ,200ML,PI
6350680,FRESJA,FRESUBIN JUCY APPLE ,200ML X 4,PI
6350730,FRESJB,FRESUBIN JUCY BLACKCURRANT ,200ML X 4,PI
6350763,FRESJC,FRESUBIN JUCY CHERRY ,200ML X 4,PI
6350821,FRESJO,FRESUBIN JUCY ORANGE ,200ML X 4,PI
6350839,FRESJP,FRESUBIN JUCY PINEAPPLE ,200ML X 4,PI
8420291,FRESCHPI,FRESUBIN ORIGINAL CHOCOLATE  ,200ML,PI
8420267,FRESNUPI,FRESUBIN ORIGINAL NUT  ,200ML,PI
8420309,FRESPEPI,FRESUBIN ORIGINAL PEACH  ,200ML,PI
8449514,FRESVAPI,FRESUBIN ORIGINAL VANILLA ,200ML,PI
8098170,FRL2STR,FRESUBIN THICKND LEVEL 2 STRAWBERRY ,200ML X 4,PI
8098188,FRL2VAN,FRESUBIN THICKND LEVEL 2 VANILLA ,200ML X 4,PI
8098196,FRL3STR,FRESUBIN THICKND LEVEL 3 STRAWBERRY ,200ML X 4,PI
8098204,FRL3VAN,FRESUBIN THICKND LEVEL 3 VANILLA ,200ML X 4,PI
8125775,FUSEYE,FUSIDIC ACID EYE DROPS 1%,5G,PI
6839724,FYCO2,FYCOMPA 2MG,7,PI
8095846,FYC4,FYCOMPA 4MG,28,PI
8095853,FYC6,FYCOMPA 6MG,28,PI
8095895,FYC8,FYCOMPA 8MG,28,PI
6832836,GALV50,GALVUS TAB  50MG,56,PI
8427981,GANEYE,GANFORT EYE DROPS 300MCG/5MG,3ML,PI
6830954,GEL10,GELTEARS GEL  ,10G,PI
8411548,GLALEM,GLANDOSANE LEMON ,50ML,PI
7122054,GLAND,GLANDOSANE NATURAL ,50ML,PI
8411555,GLAPEP,GLANDOSANE PEPPERMINT ,50ML,PI
6839526,GPL200,GLUCOJECT PLUS LANCETS  ,200,PI
6839518,GLUCO100,GLUCOJECT PLUS LANCETS  ,100,PI
8155731,GLUARE,GLUCOMEN AREO SENSOR T/STRIPS ,50,PI
8105108,GLULXK,GLUCOMEN LX KETONE SENSOR ,10,PI
6291876,GLUCLX,GLUCOMEN LX SENSOR ,50,PI
6327472,GLUC84,GLUCOPHAGE TAB  500MG,84,PI
8075327,HFSECSR120,HALF SECURON SR TAB 120MG,28,PI
6292098,HYAB10,HYABAK 0.15%,10ML,PI
8127771,HYLOC10,HYLO-CARE PRESERVATIVE FREE ,10ML,PI
8391625,HYLO10,HYLO-FORTE PRESERVATIVE FREE 0.2%,10ML,PI
8387284,HYLOT10,HYLO-TEAR PRESERVATIVE FREE 0.1%,10ML,PI
7049778,IMDUR,IMDUR TABS  60MG,60,PI
7055908,IM28,IMDUR TABS  60MG,28,PI
8129843,IMINAS10,IMIGRAN NASAL SPRAY 10MCG,2,PI
7104904,IMIINJ,IMIGRAN SUBJECT INJ PFS 6MG,2X 0.5 ML,PI
8094542,IMI160,IMIGRAN TABS  100MG,6,PI
8113474,INCRUS,INCRUSE ELLIPTA 55MCG,30,PI
8007080,INFBOT,INFATRINI BOTTLE 200ML,1,PI
6816268,INNO10,INNOVACE TABS 10MG,28,PI
8420135,INNOZI,INNOZIDE TABS 20MG,28,PI
8136863,HMIXC3,INS HUMALOG CART MIX 25 3ML,5,PI
8454977,HUMV10ML,INS HUMULIN I VIAL 100IU/ML 10ML,1,PI
6291850,IN1110,INSTILLAGEL  11ML,10,PI
8125817,INVOKA,INVOKANA TABS 100MG,30,PI
8384034,IS128,ISTIN TABS 10MG,28,PI
8140022,IS528,ISTIN TABS 5MG,28,PI
6324222,JAN156,JANUMET TABS 50/1000MG,56,PI
8407728,JAN100,JANUVIA TAB 100MG,28,PI
8121105,Jan-25,JANUVIA TAB 25MG,28,PI
8121113,Jan-50,JANUVIA TAB 50MG,28,PI
8125791,JA1030,JARDIANCE FC TABS 10MG,30,PI
8125783,JA2530,JARDIANCE FC TABS 25MG,30,PI
6831853,JELO10,JELONET CTN7404 10CMSQ,10,PI
8417651,KEPSOL,KEPPRA ORAL SOLN 100MG/ML,300ML,PI
8105074,KEP1ML,KEPPRA SOL 100MG/ML SYR 1ML,150ML,PI
8105082,KEP3ML,KEPPRA SOL 100MG/ML SYR 3ML,150ML,PI
8439101,KEP160,KEPPRA TABS  1000MG,60,PI
6288930,KEP250,KEPPRA TABS  250MG,60,PI
8093569,KEP560,KEPPRA TABS  500MG,60,PI
6352983,KEP750,KEPPRA TABS F/C 750MG,60,PI
8464034,KETSTX,KETOSTIX REAGENT TEST STRIPS ,50,PI
6370399,LAM100,LAMICTAL TAB 100MG,56,PI
6838874,LAT18.5,LATUDA TABS 18.5MG,28,PI
6272579,LAT37,LATUDA TABS 37MG,28,PI
6807986,LAT74,LATUDA TABS 74MG,28,PI
8459497,LEOR20,LEVOCARNITINE PAED ORAL SOLN 30%,20ML,PI
8156457,LEV150,LEVONELLE ONE STEP 1500MCG,1,PI
8414880,LIQEG10,LIQUIVISC E/GEL 10G,1,PI
8129835,LOS10,LOSEC CAPS 10MG,28,PI
8122129,LOSM30,LOSEC MUPS TABS 20MG,30,PI
8071680,LOT30,LOTRIDERM CREAM  ,30G,PI
6332712,LUMIG,LUMIGAN EYE DROPS 0.0001,3ML,PI
6305668,LUS1030,LUSTRAL TAB 100MG,30,PI
6305650,LUS530,LUSTRAL TABS 50MG,30,PI
8432080,MAL250,MALARONE TAB 250/100MG,12,PI
8094120,MARTAB,MARVELON TABS ,63,PI
8449233,MAXMELT,MAXALT MELT ORAL WAFER 10MG,3,PI
6332407,MAXM10,MAXALT MELT WAFER 10MG,6,PI
8129116,MEL10,MELOLIN DRSG 10X10CM,100,PI
8129082,MEL5,MELOLIN DRSG 5X5CM,100,PI
6272058,MEPL155,MEPILEX LITE 284300 15CMSQ,5,PI
6800486,MEPD10,MEPORE ADH DRSG 10X11CM,40,PI
8155475,MERCTAB,MERCAPTOPURINE TAB 50MG,25,PI
8162737,MERCIL,MERCILON TAB 20MCG/150MCG ,63,PI
8387243,MESB02,MESORB ABS DRSG 10X20CM,10,PI
6291157,MEST60,MESTINON TAB 60MG,200,PI
8414401,METSIT50,METFORMIN/SITAGLIPTIN TABS 1000/50MG,56,PI
6351258,METRSU,METRONIDAZOLE SUSP 200/5MG/ML,100ML,PI
8385809,MEZXL,MEZAVANT XL TAB 1200MG,60,PI
8416778,MICP80,MICARDIS PLUS TABS 80/12.5MG,28,PI
8459687,MICP825,MICARDIS PLUS TABS 80/25MG,28,PI
8455214,MICA40,MICARDIS TAB  40MG,28,PI
7029028,MICA80,MICARDIS TAB  80MG,28,PI
8410045,MIRPR0.26,MIRAPEXIN PR TAB 0.26MG,30,PI
8410219,MIRPR0.52,MIRAPEXIN PR TAB 0.52MG,30,PI
8131682,MIRPR1.05,MIRAPEXIN PR TAB 1.05MG,30,PI
8410557,MIRPR2.1,MIRAPEXIN PR TAB 2.1MG,30,PI
8410649,MIRPR3.15,MIRAPEXIN PR TAB 3.15MG,30,PI
6826572,MIRA18,MIRAPEXIN TABS 0.18MG,30,PI
